artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
Aiden,Logged In,Aleena,F,10,Kirby,238.65424,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,474,Breathless (Album Version),200,1.54211E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Muse,Logged In,Kate,F,3,Harrell,441.10322,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,508,Citizen Erased,200,1.54211E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Wyclef Jean,Logged In,Aleena,F,11,Kirby,319.97342,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,474,Something About Mary,200,1.54211E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Matthew Good,Logged In,Aleena,F,12,Kirby,307.06893,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,474,She's In It for the Money,200,1.54211E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Luke Bryan,Logged In,Kate,F,4,Harrell,238.28853,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,508,Do I,200,1.54211E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Billy Currington,Logged In,Kate,F,5,Harrell,223.7122,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,508,Walk A Little Straighter,200,1.54211E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Justice,Logged In,Aleena,F,13,Kirby,236.12036,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,474,DVNO,200,1.54211E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Sam Cooke,Logged In,Kate,F,6,Harrell,122.04363,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,508,Ain't Misbehavin,200,1.54211E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Guns N' Roses,Logged In,Aleena,F,14,Kirby,284.05506,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,474,Don't Cry (Original),200,1.54211E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
DJ Shadow,Logged In,Cecilia,F,0,Owens,436.24444,free,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54103E+12,453,Changeling,200,1.54211E+12,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,6
Madonna,Logged In,Kate,F,7,Harrell,241.21424,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,508,American Life [Headcleanr Rock Mix],200,1.54211E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Justin Bieber / Usher,Logged In,Aleena,F,15,Kirby,222.30159,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,474,First Dance,200,1.54211E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Pat Benatar,Logged In,Kate,F,8,Harrell,269.26975,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,508,Invincible,200,1.54211E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
The New Pornographers,Logged In,Cecilia,F,1,Owens,173.94893,free,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54103E+12,453,Falling Through Your Clothes,200,1.54211E+12,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,6
Subhumans,Logged In,Aleena,F,16,Kirby,209.37098,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,474,Rain,200,1.54211E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
,Logged In,Aleena,F,17,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Downgrade,1.54102E+12,474,,200,1.54211E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Van Halen,Logged In,Kate,F,9,Harrell,198.37342,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,508,You're No Good (Album Version),200,1.54211E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
The Black Ghosts,Logged In,Kate,F,10,Harrell,203.28444,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,508,Anyway You Choose To Give It (Radio Edit),200,1.54211E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
,Logged In,Kate,F,11,Harrell,,paid,"Lansing-East Lansing, MI",GET,About,1.54047E+12,508,,200,1.54211E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
The New Pornographers,Logged In,Ava,F,0,Robinson,166.66077,free,"New Haven-Milford, CT",PUT,NextSong,1.54093E+12,430,Jackie,200,1.54211E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",50
Slim Dusty,Logged In,Ava,F,1,Robinson,198.922,free,"New Haven-Milford, CT",PUT,NextSong,1.54093E+12,430,Long Black Road,200,1.54211E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",50
Muse,Logged In,Ava,F,2,Robinson,346.69669,free,"New Haven-Milford, CT",PUT,NextSong,1.54093E+12,430,Resistance,200,1.54211E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",50
,Logged In,Jacqueline,F,0,Lynch,,paid,"Atlanta-Sandy Springs-Roswell, GA",GET,Home,1.54022E+12,486,,200,1.54211E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
Alliance Ethnik,Logged In,Chloe,F,0,Cuevas,265.76934,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,528,Creil City,200,1.54211E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
The Mossie,Logged In,Jacqueline,F,1,Lynch,147.19955,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,486,Interlude #1 (Mama),200,1.54211E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
Anastacia,Logged In,Jacqueline,F,2,Lynch,208.45669,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,486,One Day In Your Life,200,1.54211E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
,Logged In,Mohammad,M,0,Rodriguez,,free,"Sacramento--Roseville--Arden-Arcade, CA",GET,Home,1.54051E+12,471,,200,1.54211E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",88
Europe,Logged In,Mohammad,M,1,Rodriguez,346.69669,free,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1.54051E+12,471,The Final Countdown,200,1.54211E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",88
Renee Olstead,Logged In,Chloe,F,1,Cuevas,251.74159,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,528,Summertime (Album Version),200,1.54211E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
John Mayer,Logged In,Jacqueline,F,3,Lynch,258.92526,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,486,Good Love Is On The Way,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
Lone Justice,Logged In,Chloe,F,2,Cuevas,273.57995,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,528,Shelter,200,1.54212E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Beirut,Logged In,Colm,M,0,Santana,230.19057,free,"Nashville-Davidson--Murfreesboro--Franklin, TN",PUT,NextSong,1.54086E+12,475,Nantes,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",67
In Flames,Logged In,Jacqueline,F,4,Lynch,278.69995,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,486,My sweet shadow,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
New Funky Generation,Logged In,Chloe,F,3,Cuevas,294.03383,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,528,Lubumba '98,200,1.54212E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Coldplay,Logged In,Colm,M,1,Santana,268.38159,free,"Nashville-Davidson--Murfreesboro--Franklin, TN",PUT,NextSong,1.54086E+12,475,Yellow,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",67
Celtic Woman,Logged In,Jacqueline,F,5,Lynch,196.96281,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,486,Siulil A Run,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
Delerium feat. Sarah McLachlan,Logged In,Chloe,F,4,Cuevas,494.81098,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,528,Silence,200,1.54212E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Jeff Beck & The Big Town Playboys,Logged In,Colm,M,2,Santana,142.44526,free,"Nashville-Davidson--Murfreesboro--Franklin, TN",PUT,NextSong,1.54086E+12,475,Blues Stay Away From Me,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",67
,Logged In,Colm,M,3,Santana,,free,"Nashville-Davidson--Murfreesboro--Franklin, TN",PUT,Logout,1.54086E+12,475,,307,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",67
,Logged Out,,,4,,,free,,GET,Home,,475,,200,1.54212E+12,,
,Logged Out,,,5,,,free,,GET,Home,,475,,200,1.54212E+12,,
,Logged Out,,,6,,,free,,PUT,Login,,475,,307,1.54212E+12,,
,Logged In,Colm,M,7,Santana,,free,"Nashville-Davidson--Murfreesboro--Franklin, TN",GET,Home,1.54086E+12,475,,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",67
matchbox twenty,Logged In,Jacqueline,F,6,Lynch,229.14567,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,486,Unwell (Album Version),200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
J. Karjalainen & Mustat Lasit,Logged In,Colm,M,8,Santana,336.74404,free,"Nashville-Davidson--Murfreesboro--Franklin, TN",PUT,NextSong,1.54086E+12,475,Sinisten tÃÂ¤htien alla,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",67
,Logged In,Kevin,M,0,Arellano,,free,"Harrisburg-Carlisle, PA",GET,Home,1.54001E+12,525,,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",66
Eric B. & Rakim,Logged In,Kevin,M,1,Arellano,263.91465,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1.54001E+12,525,Move The Crowd,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",66
Justin Bieber / Jessica Jarrell,Logged In,Jacqueline,F,7,Lynch,251.16689,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,486,Overboard,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
,Logged In,Theodore,M,0,Harris,,free,"Red Bluff, CA",GET,Home,1.5411E+12,515,,200,1.54212E+12,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,14
Mario Rosenstock,Logged In,Chloe,F,5,Cuevas,183.14404,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,528,FAI Piss-Up 1,200,1.54212E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Jermaine Dupri featuring Jay-Z,Logged In,Theodore,M,1,Harris,254.30159,free,"Red Bluff, CA",PUT,NextSong,1.5411E+12,515,Money Ain't A Thang,200,1.54212E+12,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,14
Terror Squad / Big Pun / Big L / Fat Joe,Logged In,Jacqueline,F,8,Lynch,266.70975,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,486,Bring 'Em Back,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
George Baker Selection,Logged In,Chloe,F,6,Cuevas,200.4371,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,528,Morning Sky,200,1.54212E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Okkervil River,Logged In,Theodore,M,2,Harris,223.13751,free,"Red Bluff, CA",PUT,NextSong,1.5411E+12,515,Plus Ones,200,1.54212E+12,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,14
Kings Of Leon,Logged In,Jacqueline,F,9,Lynch,334.75873,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,486,Cold Desert,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
Arcade Fire,Logged In,Jacqueline,F,10,Lynch,288.33914,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,486,Neighborhood #1 (Tunnels),200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
Men Without Hats,Logged In,Ayla,F,0,Johnson,164.49261,free,"Santa Rosa, CA",PUT,NextSong,1.54088E+12,520,Safety Dance,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",63
,Logged Out,,,0,,,paid,,GET,Home,,524,,200,1.54212E+12,,
Immortal Technique,Logged In,Ayla,F,1,Johnson,171.12771,free,"Santa Rosa, CA",PUT,NextSong,1.54088E+12,520,Bin Laden Feat. MosDef (Inst),200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",63
,Logged Out,,,1,,,paid,,GET,About,,524,,200,1.54212E+12,,
,Logged Out,,,2,,,paid,,GET,Home,,524,,200,1.54212E+12,,
Divinyls,Logged In,Jacqueline,F,11,Lynch,232.04526,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,486,Pleasure And Pain,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
,Logged Out,,,3,,,paid,,GET,Home,,524,,200,1.54212E+12,,
Danny Elfman,Logged In,Jacqueline,F,12,Lynch,176.84853,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,486,Prologue,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
Plain White T's,Logged In,Jacqueline,F,13,Lynch,232.202,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,486,Hey There Delilah,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
Breaking Benjamin,Logged In,Jacqueline,F,14,Lynch,205.322,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,486,Blow Me Away,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
Penguin CafÃÂ© Orchestra,Logged In,Jacqueline,F,15,Lynch,269.84444,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,486,Perpetuum Mobile,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
Kings Of Leon,Logged In,Jacqueline,F,16,Lynch,201.79546,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,486,Revelry,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
Banco Del Mutuo Soccorso,Logged In,Jacqueline,F,17,Lynch,354.76853,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,486,Di Terra (2006 Digital Remaster),200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
Tanlines,Logged In,Jacqueline,F,18,Lynch,279.77098,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,486,Real Life,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
Rammstein,Logged In,Jacqueline,F,19,Lynch,264.22812,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,486,Engel,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
Sangre Azul,Logged In,Jacqueline,F,20,Lynch,274.80771,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,486,Noche De AcciÃÂ³n,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
Zumpano,Logged In,Jacqueline,F,21,Lynch,208.06485,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,486,Jeez Louise (Album),200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
,Logged In,Lily,F,0,Burns,,free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1.54062E+12,517,,200,1.54212E+12,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",32
Kanye West,Logged In,Lily,F,1,Burns,238.52363,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54062E+12,517,Flashing Lights,200,1.54212E+12,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",32
Kings Of Leon,Logged In,Jacqueline,F,22,Lynch,231.81016,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,486,Use Somebody,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
,Logged In,Jordan,F,0,Hicks,,free,"Salinas, CA",GET,Home,1.54001E+12,499,,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",37
Mike And The Mechanics And Paul Carrack,Logged In,Jordan,F,1,Hicks,308.63628,free,"Salinas, CA",PUT,NextSong,1.54001E+12,499,Underscore,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",37
Kings Of Leon,Logged In,Jacqueline,F,23,Lynch,227.18649,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,486,Be Somebody,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
Cornelis Vreeswijk,Logged In,Jacqueline,F,24,Lynch,140.66893,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,486,En resa,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
Bon Iver,Logged In,Jordan,F,2,Hicks,238.49751,free,"Salinas, CA",PUT,NextSong,1.54001E+12,499,Skinny Love,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",37
Daft Punk,Logged In,Jacqueline,F,25,Lynch,290.76853,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,486,Television Rules The Nation / Crescendolls,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
Asher Roth / Cee-Lo,Logged In,Jordan,F,3,Hicks,262.66077,free,"Salinas, CA",PUT,NextSong,1.54001E+12,499,Be By Myself,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",37
Suicidal Tendencies,Logged In,Jacqueline,F,26,Lynch,172.01587,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,486,Freedumb,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
The Be Good Tanyas,Logged In,Jordan,F,4,Hicks,225.04444,free,"Salinas, CA",PUT,NextSong,1.54001E+12,499,A Thousand Tiny Pieces,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",37
John Mayer,Logged In,Jacqueline,F,27,Lynch,250.38322,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,486,Half Of My Heart,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
Flyleaf,Logged In,Jacqueline,F,28,Lynch,174.39302,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,486,Missing,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
Kings Of Leon,Logged In,Jacqueline,F,29,Lynch,201.79546,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,486,Revelry,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
Damian Marley / Stephen Marley / Rovleta Fraser,Logged In,Jacqueline,F,30,Lynch,255.55546,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,486,Hey Girl,200,1.54212E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
